datetime,open,high,low,close,vol,amount,change,changerate,amplitude,openinterest,ma1,ma2,ma3,ma4
2020/12/16 14:50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020/12/16 15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2020/12/17 9:40,8.9896,9.0285,8.9701,9.0188,15721,14521496,0.0195,0.0022,0.0065,13,9.0052,9.0227,9.0446,9.0527
2020/12/17 9:50,9.009,9.0577,8.9993,9.0285,9614,8922085,0.0097,0.0011,0.0065,13,9.009,9.0217,9.0446,9.0527
2020/12/17 10:00,9.0285,9.0383,8.9798,8.9993,8540,7902650,-0.0292,-0.0032,0.0065,13,9.011,9.0178,9.0412,9.0519
2020/12/17 10:10,8.9993,9.0188,8.9798,9.009,7939,7332721,0.0097,0.0011,0.0043,13,9.011,9.0139,9.0368,9.0516
2020/12/17 10:20,8.9993,9.0383,8.9896,9.0188,8148,7539206,0.0097,0.0011,0.0054,13,9.0149,9.012,9.0329,9.0516
2020/12/17 10:30,9.009,9.0285,8.9993,9.0188,7191,6650046,0,0,0.0032,13,9.0149,9.01,9.03,9.0516
2020/12/17 10:40,9.0188,9.0188,8.9993,9.0188,4739,4384252,0,0,0.0022,13,9.0129,9.011,9.0271,9.0514
2020/12/17 10:50,9.0188,9.0675,9.009,9.0675,9694,9000110,0.0487,0.0054,0.0065,13,9.0266,9.0188,9.0271,9.0519
2020/12/17 11:00,9.0772,9.1064,9.0675,9.087,18460,17228149,0.0195,0.0021,0.0043,13,9.0422,9.0266,9.0285,9.0526
2020/12/17 11:10,9.0772,9.1162,9.0772,9.0967,13751,12848733,0.0097,0.0011,0.0043,13,9.0577,9.0363,9.031,9.053
2020/12/17 11:20,9.0967,9.1649,9.0967,9.1551,23101,21677341,0.0584,0.0064,0.0075,13,9.085,9.05,9.0363,9.0547
2020/12/17 11:30,9.1551,9.1649,9.1357,9.1551,20941,19672859,0,0,0.0032,14,9.1123,9.0626,9.0422,9.0561
2020/12/17 13:10,9.1551,9.2038,9.1259,9.1844,24713,23272517,0.0292,0.0032,0.0085,13,9.1357,9.0811,9.0495,9.0582
2020/12/17 13:20,9.1844,9.272,9.1649,9.272,29446,27846769,0.0877,0.0095,0.0117,13,9.1727,9.1074,9.0607,9.062
2020/12/17 13:30,9.272,9.272,9.2136,9.2233,16932,16056135,-0.0487,-0.0053,0.0063,13,9.198,9.1279,9.0699,9.065
2020/12/17 13:40,9.2233,9.272,9.2136,9.2233,14825,14068974,0,0,0.0063,13,9.2116,9.1483,9.0792,9.0685
2020/12/17 13:50,9.2233,9.2623,9.2136,9.2331,15169,14402110,0.0097,0.0011,0.0053,13,9.2272,9.1697,9.0904,9.0715
2020/12/17 14:00,9.2233,9.2331,9.2038,9.2136,7830,7409580,-0.0195,-0.0021,0.0032,13,9.2331,9.1844,9.1016,9.0735
2020/12/17 14:10,9.2233,9.2331,9.2136,9.2233,7040,6665415,0.0097,0.0011,0.0021,13,9.2233,9.198,9.1123,9.0756
2020/12/17 14:20,9.2331,9.2331,9.1941,9.2233,9180,8685794,0,0,0.0042,13,9.2233,9.2107,9.1235,9.0782
2020/12/17 14:30,9.2233,9.2623,9.2136,9.2525,16073,15260550,0.0292,0.0032,0.0053,13,9.2292,9.2204,9.1352,9.0814
2020/12/17 14:40,9.2525,9.3402,9.2428,9.311,44222,42177157,0.0584,0.0063,0.0105,13,9.2447,9.236,9.1493,9.0857
2020/12/17 14:50,9.311,9.4084,9.311,9.3889,60898,58662644,0.0779,0.0084,0.0105,13,9.2798,9.2564,9.1688,9.0912
2020/12/17 15:00,9.3889,9.3889,9.3597,9.3694,35112,33807723,-0.0195,-0.0021,0.0031,15,9.309,9.2662,9.1868,9.0964
2020/12/18 9:40,9.3402,9.3694,9.2818,9.3305,31138,29805968,-0.039,-0.0042,0.0094,13,9.3305,9.2769,9.2024,9.1012
2020/12/18 9:50,9.3305,9.3597,9.2818,9.3499,16676,15945976,0.0195,0.0021,0.0084,13,9.3499,9.2895,9.2189,9.1064
2020/12/18 10:00,9.3499,9.3499,9.2428,9.2525,25540,24372824,-0.0974,-0.0104,0.0115,13,9.3382,9.2915,9.2306,9.1099
2020/12/18 10:10,9.2525,9.2915,9.2525,9.2623,14887,14163676,0.0097,0.0011,0.0042,13,9.3129,9.2964,9.2404,9.1133
2020/12/18 10:20,9.2623,9.272,9.2233,9.2428,15049,14287256,-0.0195,-0.0021,0.0053,13,9.2876,9.2983,9.2482,9.1163
2020/12/18 10:30,9.2428,9.2623,9.2233,9.2428,11588,10990959,0,0,0.0042,13,9.2701,9.3003,9.2555,9.1191
2020/12/18 10:40,9.2331,9.2623,9.2233,9.2623,12304,11672053,0.0195,0.0021,0.0042,13,9.2525,9.3012,9.2608,9.122
2020/12/18 10:50,9.272,9.311,9.2623,9.2623,11674,11123838,0,0,0.0053,13,9.2545,9.2964,9.2662,9.1249
2020/12/18 11:00,9.2623,9.2915,9.2525,9.2525,8837,8409129,-0.0097,-0.0011,0.0042,13,9.2525,9.2827,9.2696,9.1277
2020/12/18 11:10,9.2623,9.2818,9.2525,9.272,4461,4245006,0.0195,0.0021,0.0032,13,9.2584,9.273,9.2696,9.1308
2020/12/18 11:20,9.272,9.272,9.2428,9.272,2288,2174158,0,0,0.0032,13,9.2642,9.2671,9.272,9.1339
2020/12/18 11:30,9.272,9.3012,9.2623,9.2915,3702,3529238,0.0195,0.0021,0.0042,14,9.2701,9.2613,9.2754,9.1371
2020/12/18 13:10,9.3012,9.3012,9.272,9.272,8752,8342604,-0.0195,-0.0021,0.0031,13,9.272,9.2632,9.2774,9.1402
2020/12/18 13:20,9.272,9.272,9.2331,9.2428,14875,14117497,-0.0292,-0.0032,0.0042,13,9.2701,9.2613,9.2788,9.143
2020/12/18 13:30,9.2331,9.2525,9.2038,9.2428,17258,16336902,0,0,0.0053,13,9.2642,9.2613,9.2798,9.146
2020/12/18 13:40,9.2428,9.2428,9.2136,9.2233,6523,6180153,-0.0195,-0.0021,0.0032,13,9.2545,9.2594,9.2798,9.1493
2020/12/18 13:50,9.2233,9.2428,9.2136,9.2233,5608,5310763,0,0,0.0032,13,9.2408,9.2555,9.2783,9.1527
2020/12/18 14:00,9.2233,9.2915,9.2233,9.2818,9392,8923229,0.0584,0.0063,0.0074,13,9.2428,9.2574,9.2769,9.1569
2020/12/18 14:10,9.2818,9.2915,9.2428,9.2428,6311,6002886,-0.039,-0.0042,0.0052,13,9.2428,9.2564,9.2696,9.1598
2020/12/18 14:20,9.2428,9.272,9.2428,9.2623,3907,3713925,0.0195,0.0021,0.0032,13,9.2467,9.2555,9.2642,9.1626
2020/12/18 14:30,9.2623,9.3012,9.2623,9.272,8301,7912732,0.0097,0.0011,0.0042,13,9.2564,9.2555,9.2613,9.1655
2020/12/18 14:40,9.2818,9.2818,9.2525,9.2623,4391,4176964,-0.0097,-0.0011,0.0032,13,9.2642,9.2525,9.2569,9.1686
2020/12/18 14:50,9.2623,9.2623,9.2428,9.2623,8121,7711619,0,0,0.0021,13,9.2603,9.2516,9.2574,9.1717
2020/12/18 15:00,9.272,9.3012,9.2428,9.3012,19522,18595024,0.039,0.0042,0.0063,15,9.272,9.2574,9.2594,9.1756
2020/12/21 9:40,9.3012,9.3012,9.2038,9.2525,19145,18174616,-0.0487,-0.0052,0.0105,13,9.2701,9.2584,9.2598,9.1788
2020/12/21 9:50,9.2331,9.2623,9.2136,9.2623,10629,10084968,0.0097,0.0011,0.0053,13,9.2681,9.2623,9.2608,9.1824
2020/12/21 10:00,9.2525,9.272,9.2233,9.2331,11290,10715581,-0.0292,-0.0032,0.0053,13,9.2623,9.2632,9.2594,9.1855
2020/12/21 10:10,9.2331,9.3207,9.2331,9.3207,12973,12372618,0.0877,0.0095,0.0095,13,9.274,9.2671,9.2623,9.1902
2020/12/21 10:20,9.3207,9.3402,9.2915,9.311,14970,14324532,-0.0097,-0.001,0.0052,13,9.2759,9.274,9.2652,9.1947
2020/12/21 10:30,9.311,9.3791,9.3012,9.3597,19913,19116640,0.0487,0.0052,0.0084,13,9.2973,9.2837,9.2696,9.1999
2020/12/21 10:40,9.3597,9.4181,9.3499,9.3889,28097,27078605,0.0292,0.0031,0.0073,13,9.3227,9.2954,9.2754,9.2058
2020/12/21 10:50,9.3791,9.3889,9.3402,9.3694,14909,14331471,-0.0195,-0.0021,0.0052,13,9.3499,9.3061,9.2793,9.2113
2020/12/21 11:00,9.3694,9.3889,9.3499,9.3499,12242,11769412,-0.0195,-0.0021,0.0042,13,9.3558,9.3149,9.2832,9.217
2020/12/21 11:10,9.3597,9.3791,9.3305,9.3499,12466,11966268,0,0,0.0052,13,9.3636,9.3197,9.2886,9.223
2020/12/21 11:20,9.3499,9.3889,9.3402,9.3791,9832,9460179,0.0292,0.0031,0.0052,13,9.3675,9.3324,9.2954,9.2292
2020/12/21 11:30,9.3791,9.3889,9.3694,9.3694,3295,3172915,-0.0097,-0.001,0.0021,14,9.3636,9.3431,9.3027,9.2353
2020/12/21 13:10,9.3791,9.3889,9.3305,9.3597,9738,9357997,-0.0097,-0.001,0.0062,13,9.3616,9.3558,9.3095,9.241
2020/12/21 13:20,9.3597,9.3694,9.3499,9.3694,4662,4480596,0.0097,0.001,0.0021,13,9.3655,9.3606,9.3139,9.2467
2020/12/21 13:30,9.3597,9.3597,9.3305,9.3402,6668,6399578,-0.0292,-0.0031,0.0031,13,9.3636,9.3636,9.3188,9.2524
2020/12/21 13:40,9.3305,9.3597,9.3305,9.3402,4281,4109015,0,0,0.0031,13,9.3558,9.3616,9.3227,9.2579
2020/12/21 13:50,9.3402,9.3499,9.3305,9.3305,5815,5576941,-0.0097,-0.001,0.0021,13,9.348,9.3558,9.3256,9.2631
2020/12/21 14:00,9.3305,9.3499,9.3207,9.3402,10505,10067694,0.0097,0.001,0.0031,13,9.3441,9.3529,9.3295,9.2684
2020/12/21 14:10,9.3402,9.3402,9.2915,9.311,13704,13097134,-0.0292,-0.0031,0.0052,13,9.3324,9.349,9.3319,9.2733
2020/12/21 14:20,9.311,9.3207,9.3012,9.3207,3682,3519562,0.0097,0.001,0.0021,13,9.3285,9.346,9.3329,9.2775
2020/12/21 14:30,9.3207,9.3402,9.311,9.3207,4795,4590292,0,0,0.0031,13,9.3246,9.3402,9.3363,9.2814
2020/12/21 14:40,9.3207,9.4084,9.3207,9.3791,22406,21569501,0.0584,0.0063,0.0094,13,9.3343,9.3412,9.3421,9.2861
2020/12/21 14:50,9.3791,9.3889,9.3499,9.3694,12384,11912169,-0.0097,-0.001,0.0042,13,9.3402,9.3421,9.349,9.2897
2020/12/21 15:00,9.3694,9.3791,9.3499,9.3694,18998,18273493,0,0,0.0031,15,9.3519,9.3421,9.3514,9.2933
2020/12/22 9:40,9.3597,9.5155,9.311,9.4863,51422,49777855,0.1169,0.0125,0.0218,13,9.385,9.3567,9.3602,9.2983
2020/12/22 9:50,9.4863,9.5058,9.4376,9.4668,34370,33421468,-0.0195,-0.0021,0.0072,13,9.4142,9.3694,9.3655,9.3016
2020/12/22 10:00,9.4668,9.4765,9.4376,9.4376,19793,19216148,-0.0292,-0.0031,0.0041,13,9.4259,9.3801,9.3679,9.3051
2020/12/22 10:10,9.4376,9.4473,9.3986,9.4084,17934,17344203,-0.0292,-0.0031,0.0052,13,9.4337,9.3869,9.3699,9.3082
2020/12/22 10:20,9.4084,9.4278,9.3889,9.3986,13778,13304781,-0.0097,-0.001,0.0041,13,9.4395,9.3957,9.3723,9.311
2020/12/22 10:30,9.3986,9.4181,9.3889,9.3986,12282,11853684,0,0,0.0031,13,9.422,9.4035,9.3748,9.3141
2020/12/22 10:40,9.3986,9.4084,9.3402,9.3402,14316,13768512,-0.0584,-0.0062,0.0073,13,9.3967,9.4054,9.3728,9.316
2020/12/22 10:50,9.3402,9.3694,9.3305,9.3597,10426,10002926,0.0195,0.0021,0.0042,13,9.3811,9.4035,9.3723,9.3183
2020/12/22 11:00,9.3499,9.3597,9.3305,9.3402,8984,8619976,-0.0195,-0.0021,0.0031,13,9.3675,9.4006,9.3714,9.3197
2020/12/22 11:10,9.3499,9.3499,9.3207,9.3499,5521,5290997,0.0097,0.001,0.0031,13,9.3577,9.3986,9.3704,9.3204
2020/12/22 11:20,9.3499,9.3694,9.3305,9.3694,7912,7600151,0.0195,0.0021,0.0042,13,9.3519,9.3869,9.3718,9.3201
2020/12/22 11:30,9.3597,9.3889,9.3402,9.3889,7032,6756629,0.0195,0.0021,0.0052,14,9.3616,9.3791,9.3743,9.3204
2020/12/22 13:10,9.3791,9.3889,9.3402,9.3499,8163,7853204,-0.039,-0.0041,0.0052,13,9.3597,9.3704,9.3753,9.3207
2020/12/22 13:20,9.3499,9.3597,9.3012,9.311,14694,14058715,-0.039,-0.0042,0.0062,13,9.3538,9.3606,9.3738,9.3201
2020/12/22 13:30,9.3012,9.311,9.2525,9.2818,15417,14681479,-0.0292,-0.0031,0.0063,13,9.3402,9.349,9.3723,9.3205
2020/12/22 13:40,9.2818,9.2915,9.2623,9.272,6895,6571050,-0.0097,-0.001,0.0031,13,9.3207,9.3363,9.3699,9.3207
2020/12/22 13:50,9.272,9.2915,9.2623,9.2818,6689,6371004,0.0097,0.0011,0.0032,13,9.2993,9.3305,9.3679,9.3214
2020/12/22 14:00,9.2818,9.2818,9.2428,9.2428,11847,11258551,-0.039,-0.0042,0.0042,13,9.2779,9.3188,9.3611,9.3214
2020/12/22 14:10,9.2331,9.2331,9.1454,9.1454,33260,31377763,-0.0974,-0.0105,0.0095,13,9.2447,9.2993,9.3499,9.3194
2020/12/22 14:20,9.1454,9.1844,9.1454,9.1551,13775,12962256,0.0097,0.0011,0.0043,13,9.2194,9.2798,9.3392,9.3176
2020/12/22 14:30,9.1551,9.1649,9.1162,9.1454,18372,17222815,-0.0097,-0.0011,0.0053,13,9.1941,9.2574,9.3222,9.3158
2020/12/22 14:40,9.1454,9.1454,9.1064,9.1259,13517,12660088,-0.0195,-0.0021,0.0043,13,9.1629,9.2311,9.3051,9.3134
2020/12/22 14:50,9.1259,9.1357,9.0188,9.0577,35709,33210723,-0.0682,-0.0075,0.0128,13,9.1259,9.2019,9.2861,9.3098
2020/12/22 15:00,9.048,9.0675,9.0188,9.0383,33579,31174889,-0.0195,-0.0022,0.0054,15,9.1045,9.1746,9.2676,9.3056
2020/12/23 9:40,9.009,9.0967,8.9798,9.0772,36433,33814396,0.039,0.0043,0.0129,13,9.0889,9.1542,9.2516,9.3024
2020/12/23 9:50,9.0772,9.1454,9.0772,9.0967,23469,21941452,0.0195,0.0021,0.0075,13,9.0792,9.1366,9.2365,9.2999
2020/12/23 10:00,9.0967,9.1064,9.0383,9.048,14831,13811330,-0.0487,-0.0054,0.0075,13,9.0636,9.1133,9.2219,9.2967
2020/12/23 10:10,9.0577,9.087,9.0383,9.0675,13523,12575559,0.0195,0.0022,0.0054,13,9.0655,9.0957,9.2072,9.2941
2020/12/23 10:20,9.0675,9.1162,9.0577,9.1064,8030,7498002,0.039,0.0043,0.0064,13,9.0792,9.0918,9.1956,9.2921
2020/12/23 10:30,9.1064,9.1162,9.0577,9.087,7050,6579866,-0.0195,-0.0021,0.0064,13,9.0811,9.085,9.1824,9.2889
2020/12/23 10:40,9.0772,9.1162,9.0772,9.1064,7313,6831726,0.0195,0.0021,0.0043,13,9.0831,9.0811,9.1693,9.2866
2020/12/23 10:50,9.0967,9.1064,9.0772,9.0772,5288,4936092,-0.0292,-0.0032,0.0032,13,9.0889,9.0762,9.1537,9.2835
2020/12/23 11:00,9.0772,9.087,9.048,9.0577,7341,6832100,-0.0195,-0.0021,0.0043,13,9.087,9.0762,9.1391,9.28
2020/12/23 11:10,9.0577,9.1162,9.0285,9.0967,9698,9025118,0.039,0.0043,0.0097,13,9.085,9.0821,9.1284,9.2772
2020/12/23 11:20,9.1064,9.1941,9.0967,9.1844,20607,19350038,0.0877,0.0096,0.0107,13,9.1045,9.0928,9.1235,9.2759
2020/12/23 11:30,9.1844,9.1941,9.1454,9.1454,10127,9531525,-0.039,-0.0042,0.0053,14,9.1123,9.0977,9.1172,9.2733
2020/12/23 13:10,9.1551,9.1551,9.1357,9.1551,5103,4791329,0.0097,0.0011,0.0021,13,9.1279,9.1084,9.1108,9.2717
2020/12/23 13:20,9.1551,9.1649,9.1259,9.1357,4437,4167192,-0.0195,-0.0021,0.0043,13,9.1435,9.1152,9.1055,9.2696
2020/12/23 13:30,9.1357,9.1357,9.1064,9.1064,7602,7120171,-0.0292,-0.0032,0.0032,13,9.1454,9.1152,9.1035,9.2675
2020/12/23 13:40,9.1162,9.1259,9.0967,9.1162,6015,5629109,0.0097,0.0011,0.0032,13,9.1318,9.1181,9.1016,9.2641
2020/12/23 13:50,9.1162,9.1259,9.1064,9.1064,3322,3108194,-0.0097,-0.0011,0.0021,13,9.124,9.1181,9.0996,9.2607
2020/12/23 14:00,9.1064,9.1357,9.0967,9.0967,6434,6020297,-0.0097,-0.0011,0.0043,13,9.1123,9.1201,9.0982,9.2563
2020/12/23 14:10,9.087,9.1064,9.087,9.1064,6095,5693220,0.0097,0.0011,0.0021,13,9.1064,9.1249,9.1006,9.2516
2020/12/23 14:20,9.1064,9.1162,9.087,9.1162,3356,3136759,0.0097,0.0011,0.0032,13,9.1084,9.1269,9.1045,9.2473
2020/12/23 14:30,9.1162,9.1357,9.0967,9.1064,3496,3272885,-0.0097,-0.0011,0.0043,13,9.1064,9.1191,9.106,9.2433
2020/12/23 14:40,9.1064,9.1259,9.0967,9.1162,4160,3888958,0.0097,0.0011,0.0032,13,9.1084,9.1162,9.1069,9.2394
2020/12/23 14:50,9.1162,9.1259,9.087,9.1162,7463,6977812,0,0,0.0043,13,9.1123,9.1123,9.1103,9.235
2020/12/23 15:00,9.1162,9.1357,9.1064,9.1357,9796,9174834,0.0195,0.0021,0.0032,15,9.1181,9.1123,9.1137,9.2311
2020/12/24 9:40,9.0772,9.1844,9.0675,9.1746,11404,10676217,0.039,0.0043,0.0128,13,9.1298,9.1191,9.1172,9.228
2020/12/24 9:50,9.1746,9.1844,9.1357,9.1357,14045,13213675,-0.039,-0.0042,0.0053,13,9.1357,9.1211,9.1196,9.2241
2020/12/24 10:00,9.1454,9.1454,9.0967,9.1064,10140,9495673,-0.0292,-0.0032,0.0053,13,9.1337,9.1211,9.1196,9.2202
2020/12/24 10:10,9.1064,9.1064,9.0772,9.0967,9297,8680874,-0.0097,-0.0011,0.0032,13,9.1298,9.1211,9.1206,9.2162
2020/12/24 10:20,9.0967,9.1357,9.0967,9.1259,3868,3623644,0.0292,0.0032,0.0043,13,9.1279,9.123,9.124,9.2128
2020/12/24 10:30,9.1357,9.1357,9.1064,9.1064,2788,2610032,-0.0195,-0.0021,0.0032,13,9.1142,9.122,9.1245,9.2089
2020/12/24 10:40,9.1064,9.1357,9.087,9.1162,5026,4697368,0.0097,0.0011,0.0053,13,9.1103,9.123,9.1211,9.2056
2020/12/24 10:50,9.1162,9.1259,9.048,9.0577,16066,14962594,-0.0584,-0.0064,0.0085,13,9.1006,9.1172,9.1167,9.2012
2020/12/24 11:00,9.0577,9.0577,9.009,9.0577,14448,13399907,0,0,0.0054,13,9.0928,9.1113,9.1118,9.1969
2020/12/24 11:10,9.048,9.0675,9.0383,9.0383,5181,4816103,-0.0195,-0.0022,0.0032,13,9.0753,9.1016,9.1069,9.1912
2020/12/24 11:20,9.0383,9.0577,9.009,9.0383,7813,7240775,0,0,0.0054,13,9.0616,9.0879,9.1035,9.1857
2020/12/24 11:30,9.0383,9.0772,9.0383,9.0675,3544,3294269,0.0292,0.0032,0.0043,14,9.0519,9.0811,9.1011,9.1806
2020/12/24 13:10,9.0577,9.0675,9.0285,9.0383,2837,2634582,-0.0292,-0.0032,0.0043,13,9.048,9.0743,9.0977,9.1732
2020/12/24 13:20,9.0383,9.0577,9.0188,9.0383,7118,6598432,0,0,0.0043,13,9.0441,9.0685,9.0948,9.166
2020/12/24 13:30,9.0285,9.048,9.009,9.0285,8147,7548493,-0.0097,-0.0011,0.0043,13,9.0422,9.0587,9.0909,9.1592
2020/12/24 13:40,9.0383,9.087,9.0285,9.0383,6055,5626245,0.0097,0.0011,0.0065,13,9.0422,9.0519,9.087,9.153
2020/12/24 13:50,9.0383,9.048,9.009,9.0285,8494,7871245,-0.0097,-0.0011,0.0043,13,9.0344,9.0431,9.0831,9.1469
2020/12/24 14:00,9.0383,9.0577,9.009,9.0285,6405,5934756,0,0,0.0054,13,9.0324,9.0402,9.0787,9.1407
2020/12/24 14:10,9.0285,9.0577,9.0188,9.0383,4621,4285150,0.0097,0.0011,0.0043,13,9.0324,9.0383,9.0748,9.1357
2020/12/24 14:20,9.0383,9.0577,9.0188,9.0577,5869,5445812,0.0195,0.0022,0.0043,13,9.0383,9.0402,9.0709,9.1306
2020/12/24 14:30,9.0577,9.0772,9.0383,9.048,3793,3528392,-0.0097,-0.0011,0.0043,13,9.0402,9.0412,9.0646,9.1258
2020/12/24 14:40,9.048,9.0577,9.0188,9.048,9173,8508338,0,0,0.0043,13,9.0441,9.0392,9.0602,9.1207
2020/12/24 14:50,9.0577,9.0577,9.0285,9.0383,6866,6374296,-0.0097,-0.0011,0.0032,13,9.0461,9.0392,9.0568,9.1152
2020/12/24 15:00,9.0383,9.0383,9.0188,9.0285,12246,11350031,-0.0097,-0.0011,0.0022,15,9.0441,9.0383,9.0534,9.1092
2020/12/25 9:40,9.0577,9.0675,8.9798,9.048,12319,11425858,0.0195,0.0022,0.0097,13,9.0422,9.0402,9.0495,9.1042
2020/12/25 9:50,9.0285,9.048,9.0188,9.0285,5326,4941677,-0.0195,-0.0022,0.0032,13,9.0383,9.0392,9.0456,9.0995
